id,trigger,conditions,script,text,options,notes
sdtuHyderTalk3WhySmuggleC,DialogOptionSelected,"$option == sdtu_hyderTalk3WhySmuggle
$trust >= 2","$global.sdtu_hyderBlamesMacarioForSupplyProblem = true
$answersDone++
$saidSmuggling = true 0
FireAll SDTUHyderTalk3Options","""Capitaine. Je serai franc par respect pour un collègue officier.""

""C'est"", ses lèvres se courbent en un ricanement, ""Intolérable. Je n'ai pas reçu l'autorité voulue, et pourtant j'ai la responsabilité de l'Armada de Défense du Système.""

""Macario, par l'intermédiaire de Caden, cherche à affamer mes flottes et à me faire passer pour un incompétent. Philip Andrada ne l'aurait jamais supporté, s'il en avait été capable. S'il n'avait pas été séduit par des flatteurs et des menteurs. S'il était le Philip Andrada auquel j'avais promis moi-même pendant la bataille de Salus ! »",,
sdtuHyderTalk3BossPrivacy,DialogOptionSelected,"$option == sdtu_hyderTalk3Boss
!$privacyField ","$privacyField = true 0
$option = sdtu_hyderTalk3Boss 0
FireBest DialogOptionSelected","Hyder appuie doucement sur le commutateur d'activation du champ de confidentialité, clignote, puis vous fait face.",,
sdtuHyderTalkBossA,DialogOptionSelected,$option == sdtu_hyderTalk3Boss,"$answersDone++
$saidBoss = true 0
FireAll SDTUHyderTalk3Options","""Qui t'as dit ça?"" demande-t-elle, ""Macario ?""

Retrouvant son calme, elle continue. ""Quoi qu'il en soit, l'Exécuteur suprême siège au-dessus des hauts fonctionnaires du Diktat sindrien au niveau ministériel. Je lui rends compte, bien sûr.""",,
sdtuHyderTalkBossB,DialogOptionSelected,"$option == sdtu_hyderTalk3Boss
$trust == 1","$answersDone++
$saidBoss = true 0
$global.sdtu_HyderBlamedMacarioForResistance = true 
FireAll SDTUHyderTalk3Options","""Je suppose que Macario vous l'a dit"", dit-elle, les yeux apparemment fixés sur les vôtres via les communications. ""Tester ma détermination sous tous les angles.""

Elle regarde de côté un instant. ""Il n'est pas étonnant que la soi-disant Résistance ait duré aussi longtemps avec le Haut Inspecteur Général si déterminé à faire autre chose que son devoir."" 

Retrouvant son calme, elle continue. ""Quoi qu'il en soit, l'Exécuteur Suprême siège au-dessus du Grand Maréchal des Étoiles et de tous les bureaux ministériels du Diktat Sindrien. Je lui ferais rapport, bien sûr.""",,
sdtuHyderTalkBossC,DialogOptionSelected,"$option == sdtu_hyderTalk3Boss
$trust >= 2","$answersDone++
$saidBoss = true 0
$global.sdtu_knowHyderHeldBackFromPromotion = true
FireAll SDTUHyderTalk3Options","""Je suppose que Macario vous l'a dit"", dit-elle, les yeux fixés quelque part au-dessus des communications. ""Il teste ma loyauté sous tous les angles possibles, j'en suis sûr.""

""Mais c'est un problème. Pour maintenir une hiérarchie d'autorité appropriée, l'Exécuteur suprême aurait dû m'attribuer ce rang et les pouvoirs qui l'accompagnent. Je serais alors en mesure de simplement dicter le déficit d'approvisionnement que Macario et Caden ont conspiré pour créer.""

Toujours en train de chercher ailleurs, ""Mais alors, sous Andrada, ils n'auraient pas osé...""",,
sdtuHyderTalkBossC2,DialogOptionSelected,$option == sdtu_hyderTalk3WaitAndrada,"$option = sdtu_hyderTalk3Andrada 0
FireBest DialogOptionSelected","Son visage se contracte, ses yeux fixés intensément sur toi pendant un instant.",,
sdtuHyderTalkBossPromotionA,DialogOptionSelected,$option == sdtu_hyderTalk3BossPromotion,"$saidPromotion = true 0
FireAll SDTUHyderTalkBossPromotionOpts","""Oui"", dit-elle avec empathie, avec le poids d'une carrière au point mort et d'une position impossible.",,
sdtuHyderTalkBossPromotionB,DialogOptionSelected,"$option == sdtu_hyderTalk3BossPromotion
!$saidAndrada","$saidPromotion = true 0
FireAll SDTUHyderTalkBossPromotionOpts","""Ce serait exact. Bien sûr, il ne faut pas présumer."" Elle a l'air en conflit.

""Ce serait... il est de la responsabilité de l'Exécuteur Suprême lui-même d'attribuer ce rang et cette fonction.""",,
sdtuHyderTalkBossPromotionOpt1,SDTUHyderTalkBossPromotionOpts,"$global.knowsMacarioThinksAndradaIrrelevant
!$saidAndrada",,,"sdtu_hyderTalk3Andrada:""But he won't. Or can't.""",
sdtuHyderTalkBossPromotionOpt2,SDTUHyderTalkBossPromotionOpts,!$saidAndrada,,,"sdtu_hyderTalk3BossTalkAndrada:""So why hasn't he? How long has it been?""",
sdtuHyderTalkBossPromotionOpt2b,SDTUHyderTalkBossPromotionOpts,$saidAndrada,FireAll SDTUHyderTalk3Options,,,
sdtuHyderTalkBossPromotionOpt3,SDTUHyderTalkBossPromotionOpts,$trust >= 2,,"""Une réunion des hauts ministres pourrait théoriquement convenir d'invoquer les articles de succession, mais Macario veut s'assurer que c'est lui qui dictera le résultat de cette réunion. Et il drainera l'âme du Diktat sindrien aussi longtemps qu'il durera. prend."" ",,
sdtuGyderTalk3BossTalkAndrada,DialogOptionSelected,$option == sdtu_hyderTalk3BossTalkAndrada,"$askedLastMetAndrada = true 0
FireAll SDTUHyderTalk3Options","Ses yeux se fixent sur toi. Cette question ne lui plaît pas du tout.

""Cela ne vous regarde pas.""",,
sdtuGyderTalk3BossTalkAndradaB,DialogOptionSelected,"$option == sdtu_hyderTalk3BossTalkAndrada
$trust >= 2","$askedLastMetAndrada = true 0
FireAll SDTUHyderTalk3Options","Ses yeux se fixent sur toi. Elle n'aime pas la question.

""Trop longtemps"", dit-elle d'une voix neutre.","sdtu_hyderTalk3Andrada:""He is not well, is he.""",
sdtuHyderTalk3Andrada,DialogOptionSelected,"$option == sdtu_hyderTalk3Andrada
!$privacyField","$privacyField = true 0
$option = sdtu_hyderTalk3Andrada 0
FireBest DialogOptionSelected",La vitesse à laquelle Hyder brise le commutateur d’activation du champ de confidentialité est impressionnante pour une femme de son âge.,,
sdtuHyderTalk3Andrada2a,DialogOptionSelected,$option == sdtu_hyderTalk3Andrada,"$answersDone++
$saidAndrada = true 0
FireAll SDTUHyderTalk3Options","Après un long moment, elle soupire.

""Quoi que Macario vous ait dit, quoi que vous croyiez et pensiez savoir, l'avenir du Diktat sindrien... sera déterminé sans votre ingérence.""

Elle semble plus fatiguée que jamais. ",,
sdtuHyderTalk3Andrada2b,DialogOptionSelected,"$option == sdtu_hyderTalk3Andrada
$trust == 1","$answersDone++
$saidAndrada = true 0
FireAll SDTUHyderTalk3Options","Elle semble soudain plus fatiguée que jamais.

""Si l'Exécuteur Suprême était mort, nous n'aurions pas cette conversation. Macario aimerait bien aligner ses pièces. Et tu es aussi bon que l'un d'entre eux.""",,
sdtuHyderTalk3Andrada2c,DialogOptionSelected,"$option == sdtu_hyderTalk3Andrada
$trust >= 2","$answersDone++
$saidAndrada = true 0
FireAll SDTUHyderTalk3Options","""Alors Macario te l'a dit,"" dit-elle, et elle soupire, l'air plus fatiguée que jamais. Elle semble réfléchir à quelque chose et prend une décision.

""L'Exécuteur suprême n'est pas mort"", dit-elle, ""pas encore"". Elle souffle presque le mot suivant, « à peine ».

""Je crains que lorsqu'il mourra, nous soyons plongés dans la crise fabriquée par Macario. Cela pourrait détruire tout ce pour quoi nous nous sommes battus."" Elle se frotte le visage avec ses mains : "" Que les bons qui ont suivi l'amiral Andrada il y a toutes ces années ne nous soient pas enlevés. Que le pire ne monte pas au sommet. """,,
sdtuHyderTalk3Leadership,DialogOptionSelected,$option == sdtu_hyderTalk3Leadership,"$global.sdtu_knowHyderIsAFollower = true
$answersDone++","Elle laisse échapper un rire cynique.

""Non, pas moi. Je ne suis pas un grand homme comme Philip Andrada. Donnez-moi une flotte, mes ordres et ma cause. C'est tout ce dont j'ai besoin pour accomplir mon devoir.""

Elle lève les yeux et détourne les yeux. ""Il est... il était différent. Il avait une vision et une détermination sûre qui a fait bouger l'histoire elle-même par sa seule volonté.""","sdtu_hyderTalk3LeadershipCaden:""How about the Lion's Guard? Could Caden lead?""
sdtu_hyderTalk3LeadershipYou:""Sometimes the best leaders are those who don't want the position. Consider it.""
sdtu_hyderTalk3LeadershipMe:""How about me?""
sdtu_hyderTalk3Back:""Let us talk of other things.""",
sdtuHyderTalk3LeadershipCaden,DialogOptionSelected,$option == sdtu_hyderTalk3LeadershipCaden,"RemoveOption sdtu_hyderTalk3LeadershipCaden
$global.sdtu_knowHyderWontBackCaden = true","""À condition que la marine ne se mette pas en travers de son chemin, à condition que l'Exécuteur Suprême soit... mort. Alors il serait le prochain sur la liste.""

« Pourrait-il diriger ? Elle se moque. ""La Garde du Lion est son empire personnel, son église, son culte, aspirant des ressources pour une marine de parade. Nous aurions pu rendre le Diktat sindrien fort, voire grand, mais Caden a dû fonder une religion.""

Elle détourne le regard, ""Andrada a apprécié le... le culte. Il a favorisé Caden, et cela l'a aveuglé, a altéré son jugement. Caden nous martyriserait tous jusqu'à l'idole qu'il a construite d'Andrada. Je doute que même Macario puisse vraiment le contrôler. Je Je suis sûr qu'il pense qu'il peut.",,
sdtuHyderTalk3LeadershipYou,DialogOptionSelected,$option == sdtu_hyderTalk3LeadershipYou,"$global.sdtu_proposedHyderAsLeader = true
$option = sdtu_hyderTalkEnd 0
FireBest DialogOptionSelected","Elle vous regarde pendant un long moment, sans parler.

Les communications passèrent à un circuit d'attente.",,
sdtuHyderTalk3LeadershipMe,DialogOptionSelected,$option == sdtu_hyderTalk3LeadershipMe,"$player.ethosCocky++
$global.sdtu_proposedSelfAsLeaderToHyder = true
$option = sdtu_hyderTalkEnd 0
FireBest DialogOptionSelected","Elle vous regarde pendant un long moment, sans parler.

Les communications passèrent à un circuit d'attente.",,
sdtuHyderTalk3Back,DialogOptionSelected,$option == sdtu_hyderTalk3Back,FireAll SDTUHyderTalk3Options,,,
sdtuHyderTalkEndBye,DialogOptionSelected,$option == sdtu_hyderTalk3Bye,"$option = sdtu_hyderTalkEnd 0
FireBest DialogOptionSelected","Elle se contente d'acquiescer, peut-être distraite par les implications de votre conversation.

Les communications passèrent à un circuit d'attente.",,
sdtuHyderTalkEndGlory,DialogOptionSelected,$option == sdtu_hyderTalk3Glory,"$option = sdtu_hyderTalkEnd 0
FireBest DialogOptionSelected","Elle te regarde juste. C'est comme regarder le canon d'un pistolet à bobine.

Les communications passèrent à un circuit d'attente.",,
sdtuHyderTalkEnd,DialogOptionSelected,$option == sdtu_hyderTalkEnd,"FireBest SDTUHyderTalkXPReward
ShowDefaultVisual
unset $global.sdtu_meetHyder
$global.sdtu_reportToMacario1 = true
Call $global.sdtu_ref updateStage
Call $global.sdtu_ref resumeMusic
Call $global.sdtu_ref tryMakeHyderUnimportant",,cutCommLink:Cut the comm link,
sdtuHyderTalkXPLow,SDTUHyderTalkXPReward,"$trust < 1
Call $global.sdtu_ref updateData",AddXP $sdtu_xpRewardLow,,,
sdtuHyderTalkXPMed,SDTUHyderTalkXPReward,"$trust == 1
Call $global.sdtu_ref updateData",AddXP $sdtu_xpRewardMedium,,,
sdtuHyderTalkXPHigh,SDTUHyderTalkXPReward,"$trust > 1
Call $global.sdtu_ref updateData","$global.gotHyderTrust = true
AddXP $sdtu_xpRewardHigh",,,
,,,,,,
# SDTU try to talk to Macario before Hyder or Patrol,,,,,,
sdtuMacarioNeedToInterceptPatrol,PickGreeting,"$id == macario score:1000
Call $global.sdtu_ref updateData
$sdtu_stage == INTERCEPT_FLEET",BeginConversation macario,"Après une courte attente, l'image de Macario apparaît.

""Oh capitaine, c'est très gentil de votre part de venir nous voir pour un appel social"", dit-il d'un ton glacial. ""Vous avez déjà le dossier sur le traître, ainsi que le code du transpondeur de leur petite flottille. Vous avez toute ma confiance pour réussir celui-ci.""

""Jusque là?"" Il dit cela comme si c'était une question, mais ce n'est pas le cas, car il a déjà supprimé le lien.",cutCommLink:Cut the comm link,
sdtuMacarioNeedToMeetHyder,PickGreeting,"$id == macario score:1000
Call $global.sdtu_ref updateData
$sdtu_stage == MEET_HYDER",BeginConversation macario,"Après une courte attente, l'image de Macario apparaît.

""Capitaine, capitaine, capitaine"", sourit-il. ""J'attends avec impatience les résultats de votre discussion avec la vice-star Mashal Hyder.""

""Jusque là?"" Il dit cela comme si c'était une question, mais ce n'est pas le cas, car il a déjà supprimé le lien.",cutCommLink:Cut the comm link,
,,,,,,
# SDTU step 5: Talk to Macario,,,,,,
sdtuMacarioPostHyderGreeting,PickGreeting,"$id == macario score:1000
Call $global.sdtu_ref updateData
$sdtu_stage == RETURN_TO_MACARIO","BeginConversation macario
$option = sdtu_postHyderReportHub
AddCredits 15000
AddText ""He unfolds his hands in a show of magnanimity, \""Do go on.\""""
FireBest DialogOptionSelected","Après une courte attente, l'image de Macario apparaît. On dirait qu'il s'attend à un repas savoureux. 

""Capitaine, je suis si heureux que vous me rejoigniez une fois de plus. Le maréchal adjoint Hyder n'était pas trop contrarié ? Vous n'avez pas trop profondément offensé son sens de l'honneur ? Mais non, je devrais vous permettre de parler."" Il fait un clin d'œil et tape sur un datapad.",,
sdtuPostHyderReportPrisonerA,DialogOptionSelected,"$option == sdtu_postHyderReportHub
$global.sdtu_toldHyderPrisonerToMacario
!$global.sdtu_fulfilledPromiseToPatrolTraitor
!$handledPrisoner",FireAll SDTUPostHyderPrisonerOpt,,,
sdtuPostHyderReportPrisonerB,DialogOptionSelected,"$option == sdtu_postHyderReportHub
$global.sdtu_tabledPrisonerTransfer
!$global.sdtu_fulfilledPromiseToPatrolTraitor
!$handledPrisoner",FireAll SDTUPostHyderPrisonerOpt,,,
sdtuPostHyderPrisonerOpt0,SDTUPostHyderPrisonerOpt,,$handledPrisoner = true 0,Vous avez l'officier de patrouille Diktat dans votre brick pour Macario. Il est préférable de s'attaquer d'abord aux anciennes affaires.,"


",
sdtuPostHyderPrisonerOptA,SDTUPostHyderPrisonerOpt,,,,"sdtu_postHyderPrisonerOptA:""I have your traitorous officer ready to transfer.""",
sdtuPostHyderPrisonerOptB,SDTUPostHyderPrisonerOpt,,,,"sdtu_postHyderPrisonerOptB:""I promised to let the prisoner go free on an independent world.""",
sdtuPostHyderPrisonerOptC,SDTUPostHyderPrisonerOpt,,,,"sdtu_postHyderPrisonerOptC:""I transferred the prisoner to Hyder's custody."" (lie)",
sdtuPostHyderPrisonerOptD,SDTUPostHyderPrisonerOpt,,,,"sdtu_postHyderPrisonerOptD:""Unfortunately the prisoner died between capture and the present."" (lie)",
sdtuPostHyderPrisonerOptE,SDTUPostHyderPrisonerOpt,,,,sdtu_postHyderReportHub:Don't mention the prisoner.,
sdtuPostHyderPrisonerRespA,DialogOptionSelected,$option == sdtu_postHyderPrisonerOptA,"AddTextSmall ""'Traitor' officer transferred to Sindrian Diktat INTSEC custody"" highlight
AdjustRep sindrian_diktat 1
FireAll SDTUPostHyderReports","""Tu fais?"" Macario laisse échapper un rapide soupir, regardant sur le côté, agacé. ""Très bien, très bien, envoie-les et nous réglerons ce qui reste.""

Il tape une fois chaque main sur son bureau, puis les rapproche et vous regarde attentivement. ""Maintenant, parle-moi d'Hyder.""",,
sdtuPostHyderPrisonerRespB,DialogOptionSelected,$option == sdtu_postHyderPrisonerOptB,FireAll SDTUPostHyderReports,"""Vraiment?"" Macario a l'air amusé, ""Comme c'est charmant.""

""Eh bien, ça ne fait pas de mal de lancer un petit défi à mes agents. Je ne voudrais pas les laisser se calmer, hein ?""

Il tape une fois chaque main sur son bureau, puis les rapproche et vous regarde attentivement. ""Maintenant, parle-moi d'Hyder.""",,
sdtuPostHyderPrisonerRespC,DialogOptionSelected,$option == sdtu_postHyderPrisonerOptC,"$player.ethosLiar++
$lies++","""Oh?"" Le sourcil de Macario se lève. ""Mais tu ne l'as pas fait.""","sdtu_postHyderPrisonerOptC1:""I assure you that I did.""
sdtu_postHyderPrisonerOptC2:""Can you be absolutely certain about what I did and didn't do?""
sdtu_postHyderPrisonerOptC3:""Fine. I'll transfer the prisoner.""",
sdtuPostHyderPrisonerRespC1,DialogOptionSelected,$option == sdtu_postHyderPrisonerOptC1,"AdjustRepPerson macario VENGEFUL -1
FireAll SDTUPostHyderReports","""Intéressant"", dit-il, puis il se penche en avant. ""Ne me décevez pas, capitaine. Je pense que vous êtes trop intelligent pour penser que je suis stupide.""

Il se penche à nouveau en arrière et agite ses doigts. ""Faites le prisonnier. Je m'en fiche. Ils finiront morts d'une manière ou d'une autre. Nous aimons ranger les détails ici. Maintenant, à propos d'Hyder.""",,
sdtuPostHyderPrisonerRespC2,DialogOptionSelected,$option == sdtu_postHyderPrisonerOptC2,"AdjustRepPerson macario VENGEFUL -1
FireAll SDTUPostHyderReports","""Intéressant"", dit-il, puis il se penche en avant. ""Ne me décevez pas, capitaine. Je pense que vous êtes trop intelligent pour penser que je suis stupide.""

Il se penche à nouveau en arrière et agite ses doigts. ""Faites le prisonnier. Je m'en fiche. Ils finiront morts d'une manière ou d'une autre. Nous aimons ranger les détails ici. Maintenant, à propos d'Hyder.""",,
sdtuPostHyderPrisonerRespC3,DialogOptionSelected,$option == sdtu_postHyderPrisonerOptC3,"AdjustRepPerson macario VENGEFUL -1
FireAll SDTUPostHyderReports
AddTextSmall ""'Traitor' officer transferred to Sindrian Diktat INTSEC custody"" highlight","""Tu abandonnes si facilement."" dit-il, l'air blessé. Puis il se penche en avant. ""Faites ce que vous voulez, capitaine, mais ne me décevez pas. Vous êtes trop intelligent pour ça, n'est-ce pas ?""

Il se penche à nouveau en arrière et agite ses doigts. ""Eh bien, transférez le prisonnier. Nous aimons régler les détails ici. Maintenant, à propos d'Hyder.""",,
sdtuPostHyderPrisonerRespD,DialogOptionSelected,$option == sdtu_postHyderPrisonerOptD,"$player.ethosLiar++
FireAll SDTUPostHyderReports","""Oui oui, c'est très triste, les accidents, etc"", dit-il avec impatience. ""Parlez-moi d'Hyder.""",,"# thinks you're covering up murder, doesn't care"
